55,547,844 (100.0%)  PROGRAM TOTALS
       720 ( 0.00%)  /home/zhuhe/.rustup/toolchains/stable-x86_64-unknown-linux-gnu/lib/rustlib/src/rust/library/core/src/slice/iter/macros.rs:<core::iter::adapters::filter::Filter<core::slice::iter::Iter<litchi_opc::pkgreader::SerializedRelationship>, <litchi_opc::pkgreader::PackageReader>::parse_rels_xml_with_source::{closure#1}> as core::iter::traits::iterator::Iterator>::count
       720 ( 0.00%)  /home/zhuhe/.rustup/toolchains/stable-x86_64-unknown-linux-gnu/lib/rustlib/src/rust/library/core/src/slice/mod.rs:<litchi_opc::packuri::PackURI>::from_rel_ref
       720 ( 0.00%)  /home/zhuhe/.rustup/toolchains/stable-x86_64-unknown-linux-gnu/lib/rustlib/src/rust/library/core/src/str/pattern.rs:<litchi_opc::pkgreader::PackageReader>::relationship_part_has_relationships
       720 ( 0.00%)  /home/zhuhe/code/litchi-worktrees/before-08d968f8e/crates/soapberry-zip/src/utils.rs:<soapberry_zip::archive::ZipLocalFileHeaderFixed>::parse
       720 ( 0.00%)  /rust/deps/hashbrown-0.17.1/src/alloc.rs:<hashbrown::raw::RawTable<(alloc::string::String, (litchi_opc::packuri::PackURI, litchi_opc::content_type::ContentType))>>::reserve_rehash::<hashbrown::map::make_hasher<alloc::string::String, (litchi_opc::packuri::PackURI, litchi_opc::content_type::ContentType), std::hash::random::RandomState>::{closure#0}>
       720 ( 0.00%)  /rust/deps/hashbrown-0.17.1/src/control/bitmask.rs:<hashbrown::raw::RawTable<(alloc::string::String, (litchi_opc::packuri::PackURI, litchi_opc::content_type::ContentType))> as core::ops::drop::Drop>::drop
       720 ( 0.00%)  /rust/deps/hashbrown-0.17.1/src/raw.rs:<hashbrown::raw::RawTable<(alloc::string::String, smallvec::SmallVec<[litchi_opc::pkgreader::SerializedRelationship; 8]>)> as core::ops::drop::Drop>::drop [/home/zhuhe/code/litchi-worktrees/targets/0594-op-before/release/open-probe]
       720 ( 0.00%)  /rustc/48a229ceaefd4985c50990b14116b6d856af0985/library/std/src/alloc.rs:__rustc::__rdl_alloc_zeroed [/home/zhuhe/code/litchi-worktrees/targets/0594-op-before/release/open-probe]
       714 ( 0.00%)  /home/zhuhe/.rustup/toolchains/stable-x86_64-unknown-linux-gnu/lib/rustlib/src/rust/library/core/src/num/nonzero.rs:<hashbrown::map::HashMap<litchi_opc::packuri::PackURI, usize, std::hash::random::RandomState>>::insert
       690 ( 0.00%)  /home/zhuhe/.rustup/toolchains/stable-x86_64-unknown-linux-gnu/lib/rustlib/src/rust/library/core/src/num/nonzero.rs:<soapberry_zip::office::IndexedArchive<litchi_opc::source_backed::SourceReader>>::entry_id
       689 ( 0.00%)  /home/zhuhe/.rustup/toolchains/stable-x86_64-unknown-linux-gnu/lib/rustlib/src/rust/library/core/src/cmp.rs:<hashbrown::map::HashMap<alloc::string::String, smallvec::SmallVec<[litchi_opc::pkgreader::SerializedRelationship; 8]>, std::hash::random::RandomState>>::insert
       680 ( 0.00%)  /home/zhuhe/.rustup/toolchains/stable-x86_64-unknown-linux-gnu/lib/rustlib/src/rust/library/alloc/src/slice.rs:<litchi_opc::rel::Relationships>::for_source
       680 ( 0.00%)  /home/zhuhe/.rustup/toolchains/stable-x86_64-unknown-linux-gnu/lib/rustlib/src/rust/library/alloc/src/string.rs:<litchi_opc::pkgreader::PackageReader>::enqueue_target
       680 ( 0.00%)  /home/zhuhe/.rustup/toolchains/stable-x86_64-unknown-linux-gnu/lib/rustlib/src/rust/library/alloc/src/vec/mod.rs:<litchi_opc::packuri::PackURI>::membername
       680 ( 0.00%)  /home/zhuhe/.rustup/toolchains/stable-x86_64-unknown-linux-gnu/lib/rustlib/src/rust/library/alloc/src/vec/mod.rs:litchi_opc::pkgreader::inspect_relationship_element
       680 ( 0.00%)  /home/zhuhe/.rustup/toolchains/stable-x86_64-unknown-linux-gnu/lib/rustlib/src/rust/library/core/src/cmp.rs:<soapberry_zip::office::IndexedArchive<litchi_opc::source_backed::SourceReader>>::entry_id
       680 ( 0.00%)  /home/zhuhe/.rustup/toolchains/stable-x86_64-unknown-linux-gnu/lib/rustlib/src/rust/library/core/src/intrinsics/mod.rs:<hashbrown::raw::RawTable<(alloc::string::String, smallvec::SmallVec<[litchi_opc::pkgreader::SerializedRelationship; 8]>)>>::remove_entry::<hashbrown::map::equivalent_key<str, alloc::string::String, smallvec::SmallVec<[litchi_opc::pkgreader::SerializedRelationship; 8]>>::{closure#0}>
       680 ( 0.00%)  /home/zhuhe/.rustup/toolchains/stable-x86_64-unknown-linux-gnu/lib/rustlib/src/rust/library/core/src/intrinsics/mod.rs:<litchi_opc::pkgreader::PackageReader>::classify_part_members::<soapberry_zip::office::IndexedArchive<litchi_opc::source_backed::SourceReader>>
       680 ( 0.00%)  /home/zhuhe/.rustup/toolchains/stable-x86_64-unknown-linux-gnu/lib/rustlib/src/rust/library/core/src/intrinsics/mod.rs:<soapberry_zip::office::IndexedArchive<litchi_opc::source_backed::SourceReader>>::entry_id
       680 ( 0.00%)  /home/zhuhe/.rustup/toolchains/stable-x86_64-unknown-linux-gnu/lib/rustlib/src/rust/library/core/src/mem/mod.rs:<litchi_opc::rel::Relationships>::for_source
       680 ( 0.00%)  /home/zhuhe/.rustup/toolchains/stable-x86_64-unknown-linux-gnu/lib/rustlib/src/rust/library/core/src/num/mod.rs:<litchi_opc::packuri::PackURI>::membername
       680 ( 0.00%)  /home/zhuhe/.rustup/toolchains/stable-x86_64-unknown-linux-gnu/lib/rustlib/src/rust/library/core/src/num/mod.rs:<litchi_opc::packuri::PackURI>::rels_uri
       680 ( 0.00%)  /home/zhuhe/.rustup/toolchains/stable-x86_64-unknown-linux-gnu/lib/rustlib/src/rust/library/core/src/num/nonzero.rs:<hashbrown::raw::RawTable<(alloc::string::String, ())> as core::ops::drop::Drop>::drop
       680 ( 0.00%)  /home/zhuhe/.rustup/toolchains/stable-x86_64-unknown-linux-gnu/lib/rustlib/src/rust/library/core/src/num/nonzero.rs:<hashbrown::raw::RawTable<(alloc::string::String, smallvec::SmallVec<[litchi_opc::pkgreader::SerializedRelationship; 8]>)>>::remove_entry::<hashbrown::map::equivalent_key<str, alloc::string::String, smallvec::SmallVec<[litchi_opc::pkgreader::SerializedRelationship; 8]>>::{closure#0}>
       680 ( 0.00%)  /home/zhuhe/.rustup/toolchains/stable-x86_64-unknown-linux-gnu/lib/rustlib/src/rust/library/core/src/num/uint_macros.rs:<hashbrown::map::HashMap<alloc::string::String, (), std::hash::random::RandomState>>::insert
       680 ( 0.00%)  /home/zhuhe/.rustup/toolchains/stable-x86_64-unknown-linux-gnu/lib/rustlib/src/rust/library/core/src/num/uint_macros.rs:<hashbrown::map::HashMap<alloc::string::String, smallvec::SmallVec<[litchi_opc::pkgreader::SerializedRelationship; 8]>, std::hash::random::RandomState>>::insert
       680 ( 0.00%)  /home/zhuhe/.rustup/toolchains/stable-x86_64-unknown-linux-gnu/lib/rustlib/src/rust/library/core/src/num/uint_macros.rs:<hashbrown::map::HashMap<litchi_opc::packuri::PackURI, usize, std::hash::random::RandomState>>::insert
       680 ( 0.00%)  /home/zhuhe/.rustup/toolchains/stable-x86_64-unknown-linux-gnu/lib/rustlib/src/rust/library/core/src/num/uint_macros.rs:<litchi_opc::packuri::PackURI>::from_rel_ref
       680 ( 0.00%)  /home/zhuhe/.rustup/toolchains/stable-x86_64-unknown-linux-gnu/lib/rustlib/src/rust/library/core/src/num/uint_macros.rs:<litchi_opc::pkgreader::PackageReader>::classify_part_members::<soapberry_zip::office::IndexedArchive<litchi_opc::source_backed::SourceReader>>
       680 ( 0.00%)  /home/zhuhe/.rustup/toolchains/stable-x86_64-unknown-linux-gnu/lib/rustlib/src/rust/library/core/src/num/uint_macros.rs:<litchi_opc::pkgreader::RelationshipLedger>::add_relationship
       680 ( 0.00%)  /home/zhuhe/.rustup/toolchains/stable-x86_64-unknown-linux-gnu/lib/rustlib/src/rust/library/core/src/num/uint_macros.rs:<litchi_opc::rel::Relationships>::try_add_relationship
       680 ( 0.00%)  /home/zhuhe/.rustup/toolchains/stable-x86_64-unknown-linux-gnu/lib/rustlib/src/rust/library/core/src/num/uint_macros.rs:core::ptr::drop_glue::<quick_xml::events::attributes::Attributes>
       680 ( 0.00%)  /home/zhuhe/.rustup/toolchains/stable-x86_64-unknown-linux-gnu/lib/rustlib/src/rust/library/core/src/option.rs:<litchi_opc::pkgreader::PackageReader>::enqueue_target
       680 ( 0.00%)  /home/zhuhe/.rustup/toolchains/stable-x86_64-unknown-linux-gnu/lib/rustlib/src/rust/library/core/src/option.rs:<litchi_opc::pkgreader::RelationshipLedger>::add_relationship
       680 ( 0.00%)  /home/zhuhe/.rustup/toolchains/stable-x86_64-unknown-linux-gnu/lib/rustlib/src/rust/library/core/src/option.rs:alloc::str::join_generic_copy::<str, u8, &str>
       680 ( 0.00%)  /home/zhuhe/.rustup/toolchains/stable-x86_64-unknown-linux-gnu/lib/rustlib/src/rust/library/core/src/ptr/const_ptr.rs:<litchi_opc::packuri::PackURI>::membername
       680 ( 0.00%)  /home/zhuhe/.rustup/toolchains/stable-x86_64-unknown-linux-gnu/lib/rustlib/src/rust/library/core/src/ptr/const_ptr.rs:<litchi_opc::pkgreader::PackageReader>::walk_relationship_graph::<soapberry_zip::office::IndexedArchive<litchi_opc::source_backed::SourceReader>>
       680 ( 0.00%)  /home/zhuhe/.rustup/toolchains/stable-x86_64-unknown-linux-gnu/lib/rustlib/src/rust/library/core/src/ptr/mod.rs:<hashbrown::map::HashMap<alloc::string::String, litchi_opc::rel::Relationship, std::hash::random::RandomState>>::rustc_entry
       680 ( 0.00%)  /home/zhuhe/.rustup/toolchains/stable-x86_64-unknown-linux-gnu/lib/rustlib/src/rust/library/core/src/ptr/mod.rs:<soapberry_zip::office::IndexedArchive<litchi_opc::source_backed::SourceReader>>::entry_id
       680 ( 0.00%)  /home/zhuhe/.rustup/toolchains/stable-x86_64-unknown-linux-gnu/lib/rustlib/src/rust/library/core/src/ptr/mut_ptr.rs:<smallvec::SmallVec<[litchi_opc::pkgreader::SerializedRelationship; 8]>>::push
       680 ( 0.00%)  /home/zhuhe/.rustup/toolchains/stable-x86_64-unknown-linux-gnu/lib/rustlib/src/rust/library/core/src/result.rs:<litchi_opc::pkgreader::SerializedRelationship>::target_partname
       680 ( 0.00%)  /home/zhuhe/.rustup/toolchains/stable-x86_64-unknown-linux-gnu/lib/rustlib/src/rust/library/core/src/str/traits.rs:<litchi_opc::packuri::PackURI>::rels_uri
       680 ( 0.00%)  /rustc/48a229ceaefd4985c50990b14116b6d856af0985/library/std/src/fs.rs:<std::fs::OpenOptions>::_open [/home/zhuhe/code/litchi-worktrees/targets/0594-op-before/release/open-probe]
       652 ( 0.00%)  ./elf/../sysdeps/generic/dl-protected.h:do_lookup_x
       641 ( 0.00%)  /home/zhuhe/.rustup/toolchains/stable-x86_64-unknown-linux-gnu/lib/rustlib/src/rust/library/core/src/intrinsics/mod.rs:<litchi_opc::content_type::ContentTypeMap>::add_default
       640 ( 0.00%)  /home/zhuhe/.rustup/toolchains/stable-x86_64-unknown-linux-gnu/lib/rustlib/src/rust/library/alloc/src/alloc.rs:<litchi_opc::source_backed::SourceBackedPackage>::from_read_at_inner
       640 ( 0.00%)  /home/zhuhe/.rustup/toolchains/stable-x86_64-unknown-linux-gnu/lib/rustlib/src/rust/library/alloc/src/vec/mod.rs:<alloc::vec::Vec<u8>>::resize [/home/zhuhe/code/litchi-worktrees/targets/0594-op-before/release/open-probe]
       640 ( 0.00%)  /home/zhuhe/.rustup/toolchains/stable-x86_64-unknown-linux-gnu/lib/rustlib/src/rust/library/core/src/num/uint_macros.rs:<litchi_opc::pkgreader::PackageReader>::enqueue_target
       640 ( 0.00%)  /home/zhuhe/.rustup/toolchains/stable-x86_64-unknown-linux-gnu/lib/rustlib/src/rust/library/core/src/result.rs:<litchi_core::source::file::FileSource as litchi_core::source::ReadAt>::version
       640 ( 0.00%)  /home/zhuhe/.rustup/toolchains/stable-x86_64-unknown-linux-gnu/lib/rustlib/src/rust/library/core/src/slice/index.rs:<zlib_rs::inflate::writer::Writer>::copy_match_runtime_dispatch
       640 ( 0.00%)  /home/zhuhe/code/litchi-worktrees/before-08d968f8e/crates/litchi-core/src/source.rs:<litchi_opc::source_backed::SourceSnapshot>::ensure_current
       640 ( 0.00%)  /home/zhuhe/code/litchi-worktrees/before-08d968f8e/crates/litchi-opc/src/source_backed.rs:<litchi_opc::source_backed::SourceBackedPackage>::from_read_at [/home/zhuhe/code/litchi-worktrees/targets/0594-op-before/release/open-probe]
       640 ( 0.00%)  /home/zhuhe/code/litchi-worktrees/before-08d968f8e/crates/soapberry-zip/src/locator.rs:soapberry_zip::locator::validate_classic_single_disk [/home/zhuhe/code/litchi-worktrees/targets/0594-op-before/release/open-probe]
       640 ( 0.00%)  /rust/deps/hashbrown-0.17.1/src/control/tag.rs:<litchi_opc::content_type::ContentTypeMap>::add_override
       619 ( 0.00%)  ./elf/./dl-find_object.h:_dl_find_object_from_map [/usr/lib/x86_64-linux-gnu/ld-linux-x86-64.so.2]
       611 ( 0.00%)  ./nptl/./nptl/libc-cleanup.c:__libc_cleanup_push_defer [/usr/lib/x86_64-linux-gnu/libc.so.6]
       602 ( 0.00%)  ./stdio-common/../libio/strfile.h:__isoc23_sscanf
       602 ( 0.00%)  ./stdio-common/./stdio-common/printf-parse.h:__vfscanf_internal
       600 ( 0.00%)  /home/zhuhe/.rustup/toolchains/stable-x86_64-unknown-linux-gnu/lib/rustlib/src/rust/library/alloc/src/alloc.rs:<zlib_rs::allocate::Allocator>::deallocate::<u8>
       600 ( 0.00%)  /home/zhuhe/.rustup/toolchains/stable-x86_64-unknown-linux-gnu/lib/rustlib/src/rust/library/alloc/src/boxed.rs:<litchi_opc::source_backed::SourceBackedPackage>::from_read_at_inner
       600 ( 0.00%)  /home/zhuhe/.rustup/toolchains/stable-x86_64-unknown-linux-gnu/lib/rustlib/src/rust/library/alloc/src/raw_vec/mod.rs:<litchi_opc::pkgreader::PackageReader>::source_catalog::<soapberry_zip::office::IndexedArchive<litchi_opc::source_backed::SourceReader>>
       600 ( 0.00%)  /home/zhuhe/.rustup/toolchains/stable-x86_64-unknown-linux-gnu/lib/rustlib/src/rust/library/alloc/src/vec/mod.rs:<soapberry_zip::office::IndexedReadSession<litchi_opc::source_backed::SourceReader>>::read_entry_with_accounting
       600 ( 0.00%)  /home/zhuhe/.rustup/toolchains/stable-x86_64-unknown-linux-gnu/lib/rustlib/src/rust/library/core/src/../../stdarch/crates/core_arch/src/simd.rs:crc32fast::specialized::pclmulqdq::calculate
       600 ( 0.00%)  /home/zhuhe/.rustup/toolchains/stable-x86_64-unknown-linux-gnu/lib/rustlib/src/rust/library/core/src/io/error/repr_bitpacked.rs:litchi_opc::source_backed::read_source_at_with_context
       600 ( 0.00%)  /home/zhuhe/.rustup/toolchains/stable-x86_64-unknown-linux-gnu/lib/rustlib/src/rust/library/core/src/num/uint_macros.rs:<quick_xml::reader::state::ReaderState>::emit_end
       600 ( 0.00%)  /home/zhuhe/.rustup/toolchains/stable-x86_64-unknown-linux-gnu/lib/rustlib/src/rust/library/core/src/option.rs:<soapberry_zip::office::IndexedReadSession<litchi_opc::source_backed::SourceReader>>::read_entry_with_accounting
       600 ( 0.00%)  /home/zhuhe/.rustup/toolchains/stable-x86_64-unknown-linux-gnu/lib/rustlib/src/rust/library/core/src/ptr/mod.rs:<hashbrown::map::HashMap<alloc::string::String, (), std::hash::random::RandomState>>::contains_key::<alloc::string::String>
       600 ( 0.00%)  /home/zhuhe/.rustup/toolchains/stable-x86_64-unknown-linux-gnu/lib/rustlib/src/rust/library/core/src/ptr/mod.rs:<quick_xml::reader::state::ReaderState>::emit_start
       600 ( 0.00%)  /home/zhuhe/.rustup/toolchains/stable-x86_64-unknown-linux-gnu/lib/rustlib/src/rust/library/core/src/ptr/mod.rs:core::ptr::drop_glue::<std::collections::hash::map::HashMap<soapberry_zip::office::EntryId, litchi_opc::source_backed::PendingPublication>> [/home/zhuhe/code/litchi-worktrees/targets/0594-op-before/release/open-probe]
       600 ( 0.00%)  /home/zhuhe/.rustup/toolchains/stable-x86_64-unknown-linux-gnu/lib/rustlib/src/rust/library/core/src/ptr/non_null.rs:<litchi_opc::source_backed::SourceSnapshot>::ensure_current_io_if_monitored
       600 ( 0.00%)  /home/zhuhe/.rustup/toolchains/stable-x86_64-unknown-linux-gnu/lib/rustlib/src/rust/library/core/src/ptr/non_null.rs:litchi_opc::source_backed::read_source_at_with_context
       600 ( 0.00%)  /home/zhuhe/.rustup/toolchains/stable-x86_64-unknown-linux-gnu/lib/rustlib/src/rust/library/core/src/slice/cmp.rs:<quick_xml::reader::Reader<&[u8]>>::read_event_impl::<()>
       600 ( 0.00%)  /home/zhuhe/.rustup/toolchains/stable-x86_64-unknown-linux-gnu/lib/rustlib/src/rust/library/core/src/slice/cmp.rs:<quick_xml::reader::state::ReaderState>::emit_question_mark
       600 ( 0.00%)  /home/zhuhe/.rustup/toolchains/stable-x86_64-unknown-linux-gnu/lib/rustlib/src/rust/library/core/src/sync/atomic.rs:<litchi_opc::source_backed::SourceSnapshot>::ensure_current_io_if_monitored
       600 ( 0.00%)  /home/zhuhe/code/litchi-worktrees/before-08d968f8e/crates/litchi-core/src/source.rs:<litchi_opc::source_backed::SourceSnapshot>::ensure_current_io_if_monitored
       600 ( 0.00%)  /home/zhuhe/code/litchi-worktrees/before-08d968f8e/crates/litchi-opc/src/source_backed.rs:<litchi_opc::source_backed::SourceSnapshot as core::clone::Clone>::clone
       600 ( 0.00%)  /rust/deps/hashbrown-0.17.1/src/alloc.rs:<hashbrown::raw::RawTable<(alloc::string::String, usize)>>::reserve_rehash::<hashbrown::map::make_hasher<alloc::string::String, usize, std::hash::random::RandomState>::{closure#0}>
       600 ( 0.00%)  /rust/deps/hashbrown-0.17.1/src/control/group/sse2.rs:<hashbrown::raw::RawTable<(alloc::string::String, smallvec::SmallVec<[litchi_opc::pkgreader::SerializedRelationship; 8]>)>>::reserve_rehash::<hashbrown::map::make_hasher<alloc::string::String, smallvec::SmallVec<[litchi_opc::pkgreader::SerializedRelationship; 8]>, std::hash::random::RandomState>::{closure#0}>
       600 ( 0.00%)  /rust/deps/hashbrown-0.17.1/src/map.rs:<soapberry_zip::office::IndexedArchive<litchi_opc::source_backed::SourceReader> as litchi_opc::pkgreader::ArchiveAccess>::read
       596 ( 0.00%)  ./elf/./elf/dl-minimal-malloc.c:__minimal_malloc [/usr/lib/x86_64-linux-gnu/ld-linux-x86-64.so.2]
       588 ( 0.00%)  ./elf/./elf/dl-cache.c:_dl_load_cache_lookup [/usr/lib/x86_64-linux-gnu/ld-linux-x86-64.so.2]
       570 ( 0.00%)  ./elf/./elf/dl-tunables.c:__tunable_get_val [/usr/lib/x86_64-linux-gnu/ld-linux-x86-64.so.2]
       560 ( 0.00%)  ./io/../sysdeps/unix/sysv/linux/close.c:close [/usr/lib/x86_64-linux-gnu/libc.so.6]
       560 ( 0.00%)  /home/zhuhe/.rustup/toolchains/stable-x86_64-unknown-linux-gnu/lib/rustlib/src/rust/library/alloc/src/raw_vec/mod.rs:litchi_opc::source_backed::relationships_for_part_with_context::<smallvec::SmallVec<[litchi_opc::pkgreader::SerializedRelationship; 8]>>
       560 ( 0.00%)  /home/zhuhe/.rustup/toolchains/stable-x86_64-unknown-linux-gnu/lib/rustlib/src/rust/library/core/src/ptr/mod.rs:litchi_opc::source_backed::relationships_for_package_with_context::<smallvec::SmallVec<[litchi_opc::pkgreader::SerializedRelationship; 8]>>
       560 ( 0.00%)  /home/zhuhe/.rustup/toolchains/stable-x86_64-unknown-linux-gnu/lib/rustlib/src/rust/library/core/src/ptr/mut_ptr.rs:<hashbrown::raw::RawTable<(alloc::string::String, litchi_opc::packuri::PackURI)> as core::ops::drop::Drop>::drop
       560 ( 0.00%)  /home/zhuhe/.rustup/toolchains/stable-x86_64-unknown-linux-gnu/lib/rustlib/src/rust/library/core/src/slice/cmp.rs:<litchi_opc::pkgreader::PackageReader>::relationship_part_content_type
       560 ( 0.00%)  /home/zhuhe/.rustup/toolchains/stable-x86_64-unknown-linux-gnu/lib/rustlib/src/rust/library/std/src/collections/hash/set.rs:<litchi_opc::pkgreader::PackageReader>::parse_rels_xml_with_source
       560 ( 0.00%)  /rust/deps/hashbrown-0.17.1/src/map.rs:<litchi_opc::content_type::ContentTypeMap>::add_default
       560 ( 0.00%)  /rustc/48a229ceaefd4985c50990b14116b6d856af0985/library/core/src/result.rs:<std::fs::File>::metadata
       560 ( 0.00%)  /rustc/48a229ceaefd4985c50990b14116b6d856af0985/library/std/src/sys/pal/unix/mod.rs:std::sys::fs::unix::try_statx
       555 ( 0.00%)  ./malloc/./malloc/malloc.c:__ptmalloc_init
       538 ( 0.00%)  ./elf/../sysdeps/generic/ldsodefs.h:_dl_relocate_object_no_relro
       536 ( 0.00%)  ./elf/./elf/dl-hwcaps_split.c:_dl_hwcaps_split_masked [/usr/lib/x86_64-linux-gnu/ld-linux-x86-64.so.2]
       525 ( 0.00%)  /home/zhuhe/.rustup/toolchains/stable-x86_64-unknown-linux-gnu/lib/rustlib/src/rust/library/core/src/num/nonzero.rs:<litchi_opc::members::PartNameIndex>::insert
       520 ( 0.00%)  /home/zhuhe/.rustup/toolchains/stable-x86_64-unknown-linux-gnu/lib/rustlib/src/rust/library/alloc/src/alloc.rs:<hashbrown::raw::RawTable<(alloc::string::String, smallvec::SmallVec<[litchi_opc::pkgreader::SerializedRelationship; 8]>)> as core::ops::drop::Drop>::drop
       520 ( 0.00%)  /home/zhuhe/.rustup/toolchains/stable-x86_64-unknown-linux-gnu/lib/rustlib/src/rust/library/alloc/src/borrow.rs:litchi_opc::content_type::inspect_element
       520 ( 0.00%)  /home/zhuhe/.rustup/toolchains/stable-x86_64-unknown-linux-gnu/lib/rustlib/src/rust/library/core/src/cmp.rs:litchi_opc::content_type::inspect_element
       520 ( 0.00%)  /home/zhuhe/.rustup/toolchains/stable-x86_64-unknown-linux-gnu/lib/rustlib/src/rust/library/core/src/ptr/const_ptr.rs:litchi_opc::content_type::inspect_element
       520 ( 0.00%)  /home/zhuhe/.rustup/toolchains/stable-x86_64-unknown-linux-gnu/lib/rustlib/src/rust/library/core/src/ptr/non_null.rs:<litchi_opc::content_type::ContentTypeMap>::add_default
       520 ( 0.00%)  /home/zhuhe/.rustup/toolchains/stable-x86_64-unknown-linux-gnu/lib/rustlib/src/rust/library/core/src/slice/iter/macros.rs:<litchi_opc::content_type::ContentTypeMap>::add_default
       520 ( 0.00%)  /rustc/48a229ceaefd4985c50990b14116b6d856af0985/library/std/src/sys/helpers/small_c_string.rs:<std::fs::OpenOptions>::_open
       500 ( 0.00%)  /rust/deps/hashbrown-0.17.1/src/control/bitmask.rs:<hashbrown::map::HashMap<alloc::string::String, litchi_opc::content_type::ContentType, std::hash::random::RandomState>>::insert
       495 ( 0.00%)  ./elf/./elf/dl-load.c:_dl_lookup_map [/usr/lib/x86_64-linux-gnu/ld-linux-x86-64.so.2]
       484 ( 0.00%)  ./malloc/../sysdeps/generic/calloc-clear-memory.h:__libc_calloc2
       480 ( 0.00%)  ./elf/../sysdeps/x86/dl-cacheinfo.h:handle_intel.constprop.0 [/usr/lib/x86_64-linux-gnu/ld-linux-x86-64.so.2]
       480 ( 0.00%)  /home/zhuhe/.cargo/registry/src/index.crates.io-1949cf8c6b5b557f/memchr-2.8.3/src/arch/x86_64/avx2/memchr.rs:<memchr::arch::x86_64::avx2::memchr::One>::find_raw_avx2 [/home/zhuhe/code/litchi-worktrees/targets/0594-op-before/release/open-probe]
       480 ( 0.00%)  /home/zhuhe/.cargo/registry/src/index.crates.io-1949cf8c6b5b557f/quick-xml-0.41.0/src/events/mod.rs:litchi_opc::content_type::required_attributes
       480 ( 0.00%)  /home/zhuhe/.cargo/registry/src/index.crates.io-1949cf8c6b5b557f/quick-xml-0.41.0/src/reader/state.rs:<quick_xml::reader::state::ReaderState>::emit_text [/home/zhuhe/code/litchi-worktrees/targets/0594-op-before/release/open-probe]
       480 ( 0.00%)  /home/zhuhe/.cargo/registry/src/index.crates.io-1949cf8c6b5b557f/quick-xml-0.41.0/src/utils.rs:<quick_xml::reader::state::ReaderState>::emit_end
       480 ( 0.00%)  /home/zhuhe/.cargo/registry/src/index.crates.io-1949cf8c6b5b557f/quick-xml-0.41.0/src/utils.rs:<quick_xml::reader::state::ReaderState>::emit_question_mark
       480 ( 0.00%)  /home/zhuhe/.cargo/registry/src/index.crates.io-1949cf8c6b5b557f/zlib-rs-0.6.8/src/inflate/window.rs:zlib_rs::inflate::inflate_fast_help
       480 ( 0.00%)  /home/zhuhe/.rustup/toolchains/stable-x86_64-unknown-linux-gnu/lib/rustlib/src/rust/library/alloc/src/alloc.rs:<hashbrown::raw::RawTable<(alloc::string::String, usize)>>::reserve_rehash::<hashbrown::map::make_hasher<alloc::string::String, usize, std::hash::random::RandomState>::{closure#0}>
       480 ( 0.00%)  /home/zhuhe/.rustup/toolchains/stable-x86_64-unknown-linux-gnu/lib/rustlib/src/rust/library/alloc/src/raw_vec/mod.rs:<hashbrown::raw::RawTable<(alloc::string::String, litchi_opc::rel::Relationship)> as core::ops::drop::Drop>::drop
       480 ( 0.00%)  /home/zhuhe/.rustup/toolchains/stable-x86_64-unknown-linux-gnu/lib/rustlib/src/rust/library/alloc/src/raw_vec/mod.rs:<litchi_opc::members::PartNameIndex>::try_with_capacity
       480 ( 0.00%)  /home/zhuhe/.rustup/toolchains/stable-x86_64-unknown-linux-gnu/lib/rustlib/src/rust/library/alloc/src/sync.rs:<litchi_opc::source_backed::SourceSnapshot>::ensure_current
       480 ( 0.00%)  /home/zhuhe/.rustup/toolchains/stable-x86_64-unknown-linux-gnu/lib/rustlib/src/rust/library/core/src/../../stdarch/crates/core_arch/src/x86/sse2.rs:<hashbrown::raw::RawTable<(alloc::string::String, ())>>::reserve_rehash::<hashbrown::map::make_hasher<alloc::string::String, (), std::hash::random::RandomState>::{closure#0}>
       480 ( 0.00%)  /home/zhuhe/.rustup/toolchains/stable-x86_64-unknown-linux-gnu/lib/rustlib/src/rust/library/core/src/../../stdarch/crates/core_arch/src/x86/sse2.rs:<hashbrown::raw::RawTable<(alloc::string::String, (litchi_opc::packuri::PackURI, litchi_opc::content_type::ContentType))>>::reserve_rehash::<hashbrown::map::make_hasher<alloc::string::String, (litchi_opc::packuri::PackURI, litchi_opc::content_type::ContentType), std::hash::random::RandomState>::{closure#0}>
       480 ( 0.00%)  /home/zhuhe/.rustup/toolchains/stable-x86_64-unknown-linux-gnu/lib/rustlib/src/rust/library/core/src/../../stdarch/crates/core_arch/src/x86/sse2.rs:<hashbrown::raw::RawTable<(alloc::string::String, litchi_opc::rel::Relationship)>>::reserve_rehash::<hashbrown::map::make_hasher<alloc::string::String, litchi_opc::rel::Relationship, std::hash::random::RandomState>::{closure#0}>
       480 ( 0.00%)  /home/zhuhe/.rustup/toolchains/stable-x86_64-unknown-linux-gnu/lib/rustlib/src/rust/library/core/src/cmp.rs:<soapberry_zip::accounting::CountingReader<soapberry_zip::archive::ZipReader<&litchi_opc::source_backed::SourceReader>> as std::io::Read>::read
       480 ( 0.00%)  /home/zhuhe/.rustup/toolchains/stable-x86_64-unknown-linux-gnu/lib/rustlib/src/rust/library/core/src/cmp.rs:flate2::zio::read::<flate2::bufreader::BufReader<soapberry_zip::accounting::CountingReader<soapberry_zip::archive::ZipReader<&litchi_opc::source_backed::SourceReader>>>, flate2::mem::Decompress>
