# kind fixture detail eager lazy verdict
parts poi/test-data/document/Numbering.docx - 11 11 MATCH
opc-noop poi/test-data/document/Numbering.docx - 776a59dcf0e290f1988602e6305e2d9cb2e31f631dc4aa751593c23cddbaad4d:13808 776a59dcf0e290f1988602e6305e2d9cb2e31f631dc4aa751593c23cddbaad4d:13808 MATCH
opc-reblob poi/test-data/document/Numbering.docx - 776a59dcf0e290f1988602e6305e2d9cb2e31f631dc4aa751593c23cddbaad4d:13808 776a59dcf0e290f1988602e6305e2d9cb2e31f631dc4aa751593c23cddbaad4d:13808 MATCH
open poi/test-data/document/NumberingWOverrides.docx - ok ok MATCH
parts poi/test-data/document/NumberingWOverrides.docx - 11 11 MATCH
opc-noop poi/test-data/document/NumberingWOverrides.docx - 3754dee43880ce4c9e962eca41ac78c353999888282c9ada528efbb826e2bee6:15190 3754dee43880ce4c9e962eca41ac78c353999888282c9ada528efbb826e2bee6:15190 MATCH
opc-reblob poi/test-data/document/NumberingWOverrides.docx - 3754dee43880ce4c9e962eca41ac78c353999888282c9ada528efbb826e2bee6:15190 3754dee43880ce4c9e962eca41ac78c353999888282c9ada528efbb826e2bee6:15190 MATCH
open poi/test-data/document/NumberingWithOutOfOrderId.docx - ok ok MATCH
parts poi/test-data/document/NumberingWithOutOfOrderId.docx - 11 11 MATCH
opc-noop poi/test-data/document/NumberingWithOutOfOrderId.docx - fa2843a6297bb3e874f9c6dc8aac944704fba4d0d631b94627be7dbeaf12ed0f:12978 fa2843a6297bb3e874f9c6dc8aac944704fba4d0d631b94627be7dbeaf12ed0f:12978 MATCH
opc-reblob poi/test-data/document/NumberingWithOutOfOrderId.docx - fa2843a6297bb3e874f9c6dc8aac944704fba4d0d631b94627be7dbeaf12ed0f:12978 fa2843a6297bb3e874f9c6dc8aac944704fba4d0d631b94627be7dbeaf12ed0f:12978 MATCH
open poi/test-data/document/heading123.docx - ok ok MATCH
parts poi/test-data/document/heading123.docx - 11 11 MATCH
opc-noop poi/test-data/document/heading123.docx - dac67500b907811030ab2bdd5b1c65cda97a15651d6ec0d33592ef70d34a5550:74810 dac67500b907811030ab2bdd5b1c65cda97a15651d6ec0d33592ef70d34a5550:74810 MATCH
opc-reblob poi/test-data/document/heading123.docx - dac67500b907811030ab2bdd5b1c65cda97a15651d6ec0d33592ef70d34a5550:74810 dac67500b907811030ab2bdd5b1c65cda97a15651d6ec0d33592ef70d34a5550:74810 MATCH
open poi/test-data/document/saut_page.docx - ok ok MATCH
parts poi/test-data/document/saut_page.docx - 28 28 MATCH
opc-noop poi/test-data/document/saut_page.docx - 748f34f3dc285f4d48474930758b2c37382d17965545a1729cb7400cada793da:2959626 748f34f3dc285f4d48474930758b2c37382d17965545a1729cb7400cada793da:2959626 MATCH
opc-reblob poi/test-data/document/saut_page.docx - 748f34f3dc285f4d48474930758b2c37382d17965545a1729cb7400cada793da:2959626 748f34f3dc285f4d48474930758b2c37382d17965545a1729cb7400cada793da:2959626 MATCH
open poi/test-data/document/testComment.docx - ok ok MATCH
parts poi/test-data/document/testComment.docx - 15 15 MATCH
opc-noop poi/test-data/document/testComment.docx - 06b63b13f0b78a7179151af52c2282557c1ed204899feee9fcef4ca575344f97:65298 06b63b13f0b78a7179151af52c2282557c1ed204899feee9fcef4ca575344f97:65298 MATCH
opc-reblob poi/test-data/document/testComment.docx - 06b63b13f0b78a7179151af52c2282557c1ed204899feee9fcef4ca575344f97:65298 06b63b13f0b78a7179151af52c2282557c1ed204899feee9fcef4ca575344f97:65298 MATCH
open poi/test-data/integration/test_recursive_embedded.docx - ok ok MATCH
parts poi/test-data/integration/test_recursive_embedded.docx - 20 20 MATCH
opc-noop poi/test-data/integration/test_recursive_embedded.docx - c4b7fab030a8b6a9d6691f6699ac8e6f82bc53764a0f1430d134ae3b70c32654:27082 c4b7fab030a8b6a9d6691f6699ac8e6f82bc53764a0f1430d134ae3b70c32654:27082 MATCH
opc-reblob poi/test-data/integration/test_recursive_embedded.docx - c4b7fab030a8b6a9d6691f6699ac8e6f82bc53764a0f1430d134ae3b70c32654:27082 c4b7fab030a8b6a9d6691f6699ac8e6f82bc53764a0f1430d134ae3b70c32654:27082 MATCH
open poi/test-data/openxml4j/50154.xlsx - ok ok MATCH
parts poi/test-data/openxml4j/50154.xlsx - 17 17 MATCH
opc-noop poi/test-data/openxml4j/50154.xlsx - 7c3f5f0907f198561933d05eb7c4fea1a8298e39fa7855b16e10d0e83ee1c399:13583 7c3f5f0907f198561933d05eb7c4fea1a8298e39fa7855b16e10d0e83ee1c399:13583 MATCH
opc-reblob poi/test-data/openxml4j/50154.xlsx - 7c3f5f0907f198561933d05eb7c4fea1a8298e39fa7855b16e10d0e83ee1c399:13583 7c3f5f0907f198561933d05eb7c4fea1a8298e39fa7855b16e10d0e83ee1c399:13583 MATCH
open poi/test-data/openxml4j/OPCCompliance_CoreProperties_AlternateTimezones.docx - ok ok MATCH
parts poi/test-data/openxml4j/OPCCompliance_CoreProperties_AlternateTimezones.docx - 11 11 MATCH
opc-noop poi/test-data/openxml4j/OPCCompliance_CoreProperties_AlternateTimezones.docx - 2d1856ab17ee065074572a6d16f7823e5416a69d97863f5d7c91406b0d4628c3:13159 2d1856ab17ee065074572a6d16f7823e5416a69d97863f5d7c91406b0d4628c3:13159 MATCH
opc-reblob poi/test-data/openxml4j/OPCCompliance_CoreProperties_AlternateTimezones.docx - 2d1856ab17ee065074572a6d16f7823e5416a69d97863f5d7c91406b0d4628c3:13159 2d1856ab17ee065074572a6d16f7823e5416a69d97863f5d7c91406b0d4628c3:13159 MATCH
open poi/test-data/openxml4j/OPCCompliance_CoreProperties_DCTermsNamespaceLimitedUseFAIL.docx - ok ok MATCH
parts poi/test-data/openxml4j/OPCCompliance_CoreProperties_DCTermsNamespaceLimitedUseFAIL.docx - 10 10 MATCH
opc-noop poi/test-data/openxml4j/OPCCompliance_CoreProperties_DCTermsNamespaceLimitedUseFAIL.docx - 133ccb353022ded1147dfed64416ca1ca6160cf918e89b5855ecd8e6565ee9bb:9788 133ccb353022ded1147dfed64416ca1ca6160cf918e89b5855ecd8e6565ee9bb:9788 MATCH
opc-reblob poi/test-data/openxml4j/OPCCompliance_CoreProperties_DCTermsNamespaceLimitedUseFAIL.docx - 133ccb353022ded1147dfed64416ca1ca6160cf918e89b5855ecd8e6565ee9bb:9788 133ccb353022ded1147dfed64416ca1ca6160cf918e89b5855ecd8e6565ee9bb:9788 MATCH
open poi/test-data/openxml4j/OPCCompliance_CoreProperties_DoNotUseCompatibilityMarkupFAIL.docx - ok ok MATCH
parts poi/test-data/openxml4j/OPCCompliance_CoreProperties_DoNotUseCompatibilityMarkupFAIL.docx - 10 10 MATCH
opc-noop poi/test-data/openxml4j/OPCCompliance_CoreProperties_DoNotUseCompatibilityMarkupFAIL.docx - bf4183712d8611daa9ce9a3a837abed44d9c70d7e59ad708b1a479a8370a5328:9801 bf4183712d8611daa9ce9a3a837abed44d9c70d7e59ad708b1a479a8370a5328:9801 MATCH
opc-reblob poi/test-data/openxml4j/OPCCompliance_CoreProperties_DoNotUseCompatibilityMarkupFAIL.docx - bf4183712d8611daa9ce9a3a837abed44d9c70d7e59ad708b1a479a8370a5328:9801 bf4183712d8611daa9ce9a3a837abed44d9c70d7e59ad708b1a479a8370a5328:9801 MATCH
open poi/test-data/openxml4j/OPCCompliance_CoreProperties_LimitedXSITypeAttribute_NotPresentFAIL.docx - ok ok MATCH
parts poi/test-data/openxml4j/OPCCompliance_CoreProperties_LimitedXSITypeAttribute_NotPresentFAIL.docx - 10 10 MATCH
opc-noop poi/test-data/openxml4j/OPCCompliance_CoreProperties_LimitedXSITypeAttribute_NotPresentFAIL.docx - dc1b3ecc6bb5ee8b02762bad477a7a5dbcc2b56776f7d82b7b5f405438095fd0:9786 dc1b3ecc6bb5ee8b02762bad477a7a5dbcc2b56776f7d82b7b5f405438095fd0:9786 MATCH
opc-reblob poi/test-data/openxml4j/OPCCompliance_CoreProperties_LimitedXSITypeAttribute_NotPresentFAIL.docx - dc1b3ecc6bb5ee8b02762bad477a7a5dbcc2b56776f7d82b7b5f405438095fd0:9786 dc1b3ecc6bb5ee8b02762bad477a7a5dbcc2b56776f7d82b7b5f405438095fd0:9786 MATCH
open poi/test-data/openxml4j/OPCCompliance_CoreProperties_LimitedXSITypeAttribute_PresentWithUnauthorizedValueFAIL.docx - ok ok MATCH
parts poi/test-data/openxml4j/OPCCompliance_CoreProperties_LimitedXSITypeAttribute_PresentWithUnauthorizedValueFAIL.docx - 10 10 MATCH
opc-noop poi/test-data/openxml4j/OPCCompliance_CoreProperties_LimitedXSITypeAttribute_PresentWithUnauthorizedValueFAIL.docx - c05b8865dafce506809953b6475504112d2cf9ef447c2e163376114e1f377581:9787 c05b8865dafce506809953b6475504112d2cf9ef447c2e163376114e1f377581:9787 MATCH
opc-reblob poi/test-data/openxml4j/OPCCompliance_CoreProperties_LimitedXSITypeAttribute_PresentWithUnauthorizedValueFAIL.docx - c05b8865dafce506809953b6475504112d2cf9ef447c2e163376114e1f377581:9787 c05b8865dafce506809953b6475504112d2cf9ef447c2e163376114e1f377581:9787 MATCH
open poi/test-data/openxml4j/OPCCompliance_CoreProperties_OnlyOneCorePropertiesPartFAIL.docx - refused refused MATCH
opc-noop poi/test-data/openxml4j/OPCCompliance_CoreProperties_OnlyOneCorePropertiesPartFAIL.docx - refused:MultipleCorePropertiesRelationships refused:MultipleCorePropertiesRelationships MATCH
opc-reblob poi/test-data/openxml4j/OPCCompliance_CoreProperties_OnlyOneCorePropertiesPartFAIL.docx - refused:MultipleCorePropertiesRelationships refused:MultipleCorePropertiesRelationships MATCH
open poi/test-data/openxml4j/OPCCompliance_CoreProperties_SUCCESS.docx - ok ok MATCH
parts poi/test-data/openxml4j/OPCCompliance_CoreProperties_SUCCESS.docx - 10 10 MATCH
opc-noop poi/test-data/openxml4j/OPCCompliance_CoreProperties_SUCCESS.docx - e2e8b6c95a034bbcb6f9239ce1519b7814e45d165d261775ac2ff58eef0a2b60:10058 e2e8b6c95a034bbcb6f9239ce1519b7814e45d165d261775ac2ff58eef0a2b60:10058 MATCH
opc-reblob poi/test-data/openxml4j/OPCCompliance_CoreProperties_SUCCESS.docx - e2e8b6c95a034bbcb6f9239ce1519b7814e45d165d261775ac2ff58eef0a2b60:10058 e2e8b6c95a034bbcb6f9239ce1519b7814e45d165d261775ac2ff58eef0a2b60:10058 MATCH
open poi/test-data/openxml4j/OPCCompliance_CoreProperties_UnauthorizedXMLLangAttributeFAIL.docx - ok ok MATCH
parts poi/test-data/openxml4j/OPCCompliance_CoreProperties_UnauthorizedXMLLangAttributeFAIL.docx - 10 10 MATCH
opc-noop poi/test-data/openxml4j/OPCCompliance_CoreProperties_UnauthorizedXMLLangAttributeFAIL.docx - 5266327422483db156b75ca5e9a0b2e76998bc40711adc831dadb2d5f6eed7d1:9814 5266327422483db156b75ca5e9a0b2e76998bc40711adc831dadb2d5f6eed7d1:9814 MATCH
opc-reblob poi/test-data/openxml4j/OPCCompliance_CoreProperties_UnauthorizedXMLLangAttributeFAIL.docx - 5266327422483db156b75ca5e9a0b2e76998bc40711adc831dadb2d5f6eed7d1:9814 5266327422483db156b75ca5e9a0b2e76998bc40711adc831dadb2d5f6eed7d1:9814 MATCH
open poi/test-data/openxml4j/OPCCompliance_DerivedPartNameFAIL.docx - refused refused MATCH
opc-noop poi/test-data/openxml4j/OPCCompliance_DerivedPartNameFAIL.docx - refused:DerivedPartNames_{_existing:_"/word/document.xml",_candidate:_"/word/document.xml/image1.gif"_} refused:DerivedPartNames_{_existing:_"/word/document.xml",_candidate:_"/word/document.xml/image1.gif"_} MATCH
opc-reblob poi/test-data/openxml4j/OPCCompliance_DerivedPartNameFAIL.docx - refused:DerivedPartNames_{_existing:_"/word/document.xml",_candidate:_"/word/document.xml/image1.gif"_} refused:DerivedPartNames_{_existing:_"/word/document.xml",_candidate:_"/word/document.xml/image1.gif"_} MATCH
open poi/test-data/openxml4j/OPCCompliance_NoCoreProperties.xlsx - ok ok MATCH
parts poi/test-data/openxml4j/OPCCompliance_NoCoreProperties.xlsx - 14 14 MATCH
opc-noop poi/test-data/openxml4j/OPCCompliance_NoCoreProperties.xlsx - ef6f55efd603dab8e762dcd35c695854ff4acce3ca1cf94e4dc6687617b81a5e:11483 ef6f55efd603dab8e762dcd35c695854ff4acce3ca1cf94e4dc6687617b81a5e:11483 MATCH
opc-reblob poi/test-data/openxml4j/OPCCompliance_NoCoreProperties.xlsx - ef6f55efd603dab8e762dcd35c695854ff4acce3ca1cf94e4dc6687617b81a5e:11483 ef6f55efd603dab8e762dcd35c695854ff4acce3ca1cf94e4dc6687617b81a5e:11483 MATCH
open poi/test-data/slideshow/45545_Comment.pptx - ok ok MATCH
parts poi/test-data/slideshow/45545_Comment.pptx - 60 60 MATCH
opc-noop poi/test-data/slideshow/45545_Comment.pptx - 0295a51f63150e3ee680154d07dab88062ba2306030b790561f85436f3ded7c8:308394 0295a51f63150e3ee680154d07dab88062ba2306030b790561f85436f3ded7c8:308394 MATCH
opc-reblob poi/test-data/slideshow/45545_Comment.pptx - 0295a51f63150e3ee680154d07dab88062ba2306030b790561f85436f3ded7c8:308394 0295a51f63150e3ee680154d07dab88062ba2306030b790561f85436f3ded7c8:308394 MATCH
open poi/test-data/slideshow/ArtisticEffectSample.pptx - ok ok MATCH
parts poi/test-data/slideshow/ArtisticEffectSample.pptx - 39 39 MATCH
opc-noop poi/test-data/slideshow/ArtisticEffectSample.pptx - 55c9b01d60efc8245f5d28097e702e1921e06aebfab522b6de574dcb435d66b7:972788 55c9b01d60efc8245f5d28097e702e1921e06aebfab522b6de574dcb435d66b7:972788 MATCH
opc-reblob poi/test-data/slideshow/ArtisticEffectSample.pptx - 55c9b01d60efc8245f5d28097e702e1921e06aebfab522b6de574dcb435d66b7:972788 55c9b01d60efc8245f5d28097e702e1921e06aebfab522b6de574dcb435d66b7:972788 MATCH
open poi/test-data/slideshow/EmbeddedAudio.pptx - ok ok MATCH
parts poi/test-data/slideshow/EmbeddedAudio.pptx - 25 25 MATCH
opc-noop poi/test-data/slideshow/EmbeddedAudio.pptx - c5ae4274e2bf5504a56aef9c8d7c5d2381ece69c9bf68f7749ad5eae3e675edb:90047 c5ae4274e2bf5504a56aef9c8d7c5d2381ece69c9bf68f7749ad5eae3e675edb:90047 MATCH
opc-reblob poi/test-data/slideshow/EmbeddedAudio.pptx - c5ae4274e2bf5504a56aef9c8d7c5d2381ece69c9bf68f7749ad5eae3e675edb:90047 c5ae4274e2bf5504a56aef9c8d7c5d2381ece69c9bf68f7749ad5eae3e675edb:90047 MATCH
open poi/test-data/slideshow/EmbeddedVideo.pptx - ok ok MATCH
parts poi/test-data/slideshow/EmbeddedVideo.pptx - 25 25 MATCH
opc-noop poi/test-data/slideshow/EmbeddedVideo.pptx - 7940e3b1a339db11f00b65399a2fe77e0e85a5da3a30ac8d6c8a0a77527b2ab2:201418 7940e3b1a339db11f00b65399a2fe77e0e85a5da3a30ac8d6c8a0a77527b2ab2:201418 MATCH
opc-reblob poi/test-data/slideshow/EmbeddedVideo.pptx - 7940e3b1a339db11f00b65399a2fe77e0e85a5da3a30ac8d6c8a0a77527b2ab2:201418 7940e3b1a339db11f00b65399a2fe77e0e85a5da3a30ac8d6c8a0a77527b2ab2:201418 MATCH
open poi/test-data/slideshow/bug62513.pptx - ok ok MATCH
parts poi/test-data/slideshow/bug62513.pptx - 77 77 MATCH
opc-noop poi/test-data/slideshow/bug62513.pptx - cd841112bd5b53f21e8434d080af8b2eeca78a07bc820e9ea0b97a0962c85c79:384775 cd841112bd5b53f21e8434d080af8b2eeca78a07bc820e9ea0b97a0962c85c79:384775 MATCH
opc-reblob poi/test-data/slideshow/bug62513.pptx - refused:PreservationUnavailable_{_reason:_"source_ZIP_framing_or_opaque_members_cannot_be_preserved_after_this_mutation"_} refused:PreservationUnavailable_{_reason:_"source_ZIP_framing_or_opaque_members_cannot_be_preserved_after_this_mutation"_} MATCH
open poi/test-data/slideshow/bug65551.pptx - ok ok MATCH
parts poi/test-data/slideshow/bug65551.pptx - 29 29 MATCH
opc-noop poi/test-data/slideshow/bug65551.pptx - 45f9ddb5ef78d4da97c220dbf5e1aedcafcfddf338222ef958545c773d19e27c:34383 45f9ddb5ef78d4da97c220dbf5e1aedcafcfddf338222ef958545c773d19e27c:34383 MATCH
opc-reblob poi/test-data/slideshow/bug65551.pptx - 45f9ddb5ef78d4da97c220dbf5e1aedcafcfddf338222ef958545c773d19e27c:34383 45f9ddb5ef78d4da97c220dbf5e1aedcafcfddf338222ef958545c773d19e27c:34383 MATCH
open poi/test-data/slideshow/placeholder-layout-color.pptx - ok ok MATCH
parts poi/test-data/slideshow/placeholder-layout-color.pptx - 22 22 MATCH
opc-noop poi/test-data/slideshow/placeholder-layout-color.pptx - b683af99cf4e71db112fe87db15840846c53dbc7a6839cbf84804980d21af9ce:346876 b683af99cf4e71db112fe87db15840846c53dbc7a6839cbf84804980d21af9ce:346876 MATCH
opc-reblob poi/test-data/slideshow/placeholder-layout-color.pptx - b683af99cf4e71db112fe87db15840846c53dbc7a6839cbf84804980d21af9ce:346876 b683af99cf4e71db112fe87db15840846c53dbc7a6839cbf84804980d21af9ce:346876 MATCH
open poi/test-data/slideshow/prProps.pptx - ok ok MATCH
parts poi/test-data/slideshow/prProps.pptx - 19 19 MATCH
opc-noop poi/test-data/slideshow/prProps.pptx - b6d031d7cd670a007489465c57a0f233c497e89aed62a0a9f7d916cf173c86ad:30976 b6d031d7cd670a007489465c57a0f233c497e89aed62a0a9f7d916cf173c86ad:30976 MATCH
opc-reblob poi/test-data/slideshow/prProps.pptx - b6d031d7cd670a007489465c57a0f233c497e89aed62a0a9f7d916cf173c86ad:30976 b6d031d7cd670a007489465c57a0f233c497e89aed62a0a9f7d916cf173c86ad:30976 MATCH
open poi/test-data/spreadsheet/45540_classic_Header.xlsx - ok ok MATCH
parts poi/test-data/spreadsheet/45540_classic_Header.xlsx - 27 27 MATCH
opc-noop poi/test-data/spreadsheet/45540_classic_Header.xlsx - f1096655276b5cb2301c830f190017499b4e5a6aefb113cff434868b85178e7a:40213 f1096655276b5cb2301c830f190017499b4e5a6aefb113cff434868b85178e7a:40213 MATCH
opc-reblob poi/test-data/spreadsheet/45540_classic_Header.xlsx - f1096655276b5cb2301c830f190017499b4e5a6aefb113cff434868b85178e7a:40213 f1096655276b5cb2301c830f190017499b4e5a6aefb113cff434868b85178e7a:40213 MATCH
open poi/test-data/spreadsheet/45540_form_Footer.xlsx - ok ok MATCH
parts poi/test-data/spreadsheet/45540_form_Footer.xlsx - 56 56 MATCH
opc-noop poi/test-data/spreadsheet/45540_form_Footer.xlsx - 6b462fff66e6228e590cec586077886b5aa81e6908612dfab79218d027ab7989:57465 6b462fff66e6228e590cec586077886b5aa81e6908612dfab79218d027ab7989:57465 MATCH
opc-reblob poi/test-data/spreadsheet/45540_form_Footer.xlsx - 6b462fff66e6228e590cec586077886b5aa81e6908612dfab79218d027ab7989:57465 6b462fff66e6228e590cec586077886b5aa81e6908612dfab79218d027ab7989:57465 MATCH
open poi/test-data/spreadsheet/45540_form_Header.xlsx - ok ok MATCH
parts poi/test-data/spreadsheet/45540_form_Header.xlsx - 56 56 MATCH
opc-noop poi/test-data/spreadsheet/45540_form_Header.xlsx - 5e9a5cc4f70614fa4db4b8d87718f0e1bf6110e26046af251db8dc62a22ae7eb:57471 5e9a5cc4f70614fa4db4b8d87718f0e1bf6110e26046af251db8dc62a22ae7eb:57471 MATCH
opc-reblob poi/test-data/spreadsheet/45540_form_Header.xlsx - 5e9a5cc4f70614fa4db4b8d87718f0e1bf6110e26046af251db8dc62a22ae7eb:57471 5e9a5cc4f70614fa4db4b8d87718f0e1bf6110e26046af251db8dc62a22ae7eb:57471 MATCH
open poi/test-data/spreadsheet/47889.xlsx - ok ok MATCH
parts poi/test-data/spreadsheet/47889.xlsx - 7 7 MATCH
opc-noop poi/test-data/spreadsheet/47889.xlsx - a6d7f8a056622201862c354bd508820f7e57a84c5e2531e4e4da20180615f312:3555 a6d7f8a056622201862c354bd508820f7e57a84c5e2531e4e4da20180615f312:3555 MATCH
opc-reblob poi/test-data/spreadsheet/47889.xlsx - a6d7f8a056622201862c354bd508820f7e57a84c5e2531e4e4da20180615f312:3555 a6d7f8a056622201862c354bd508820f7e57a84c5e2531e4e4da20180615f312:3555 MATCH
open poi/test-data/spreadsheet/48962.xlsx - ok ok MATCH
parts poi/test-data/spreadsheet/48962.xlsx - 10 10 MATCH
opc-noop poi/test-data/spreadsheet/48962.xlsx - 58a34dbdf0233db433aec6b8ddfacc47f4a5e59ecc2013e8ec56a7b8dd2d2044:50260 58a34dbdf0233db433aec6b8ddfacc47f4a5e59ecc2013e8ec56a7b8dd2d2044:50260 MATCH
opc-reblob poi/test-data/spreadsheet/48962.xlsx - 58a34dbdf0233db433aec6b8ddfacc47f4a5e59ecc2013e8ec56a7b8dd2d2044:50260 58a34dbdf0233db433aec6b8ddfacc47f4a5e59ecc2013e8ec56a7b8dd2d2044:50260 MATCH
open poi/test-data/spreadsheet/49609.xlsx - ok ok MATCH
parts poi/test-data/spreadsheet/49609.xlsx - 7 7 MATCH
opc-noop poi/test-data/spreadsheet/49609.xlsx - 4237e7a06cfba518904fac9d2085bc38c4912290c9c698acd38234b86691c546:105424 4237e7a06cfba518904fac9d2085bc38c4912290c9c698acd38234b86691c546:105424 MATCH
opc-reblob poi/test-data/spreadsheet/49609.xlsx - refused:PreservationUnavailable_{_reason:_"source_ZIP_framing_or_opaque_members_cannot_be_preserved_after_this_mutation"_} refused:PreservationUnavailable_{_reason:_"source_ZIP_framing_or_opaque_members_cannot_be_preserved_after_this_mutation"_} MATCH
open poi/test-data/spreadsheet/54071.xlsx - ok ok MATCH
parts poi/test-data/spreadsheet/54071.xlsx - 10 10 MATCH
opc-noop poi/test-data/spreadsheet/54071.xlsx - 627e4e6c512bf12a66856749070d03f1ea51936192d57b9077568bbf9c9c09a1:9150 627e4e6c512bf12a66856749070d03f1ea51936192d57b9077568bbf9c9c09a1:9150 MATCH
opc-reblob poi/test-data/spreadsheet/54071.xlsx - 627e4e6c512bf12a66856749070d03f1ea51936192d57b9077568bbf9c9c09a1:9150 627e4e6c512bf12a66856749070d03f1ea51936192d57b9077568bbf9c9c09a1:9150 MATCH
open poi/test-data/spreadsheet/56169.xlsx - ok ok MATCH
parts poi/test-data/spreadsheet/56169.xlsx - 13 13 MATCH
opc-noop poi/test-data/spreadsheet/56169.xlsx - 58321b693403c75286a8898b0427dd2b672f9a4cc29bb5972fae3a926e104278:10345 58321b693403c75286a8898b0427dd2b672f9a4cc29bb5972fae3a926e104278:10345 MATCH
opc-reblob poi/test-data/spreadsheet/56169.xlsx - 58321b693403c75286a8898b0427dd2b672f9a4cc29bb5972fae3a926e104278:10345 58321b693403c75286a8898b0427dd2b672f9a4cc29bb5972fae3a926e104278:10345 MATCH
open poi/test-data/spreadsheet/58106.xlsx - ok ok MATCH
parts poi/test-data/spreadsheet/58106.xlsx - 11 11 MATCH
opc-noop poi/test-data/spreadsheet/58106.xlsx - 88c0e478f174b166190abfd0cf416a033d03252049a998441b98f9841613761f:9111 88c0e478f174b166190abfd0cf416a033d03252049a998441b98f9841613761f:9111 MATCH
opc-reblob poi/test-data/spreadsheet/58106.xlsx - 88c0e478f174b166190abfd0cf416a033d03252049a998441b98f9841613761f:9111 88c0e478f174b166190abfd0cf416a033d03252049a998441b98f9841613761f:9111 MATCH
open poi/test-data/spreadsheet/60289.xlsx - ok ok MATCH
parts poi/test-data/spreadsheet/60289.xlsx - 9 9 MATCH
opc-noop poi/test-data/spreadsheet/60289.xlsx - 1b9826bf19b72647a212be454a8ad9808c71df82b026d1cdc9247544386a7ece:8570 1b9826bf19b72647a212be454a8ad9808c71df82b026d1cdc9247544386a7ece:8570 MATCH
opc-reblob poi/test-data/spreadsheet/60289.xlsx - 1b9826bf19b72647a212be454a8ad9808c71df82b026d1cdc9247544386a7ece:8570 1b9826bf19b72647a212be454a8ad9808c71df82b026d1cdc9247544386a7ece:8570 MATCH
open poi/test-data/spreadsheet/61060-conditional-number-formatting.xlsx - ok ok MATCH
parts poi/test-data/spreadsheet/61060-conditional-number-formatting.xlsx - 8 8 MATCH
opc-noop poi/test-data/spreadsheet/61060-conditional-number-formatting.xlsx - 9d57919aa4f6036fb922daba5d1dc913a8847581fd9a3dd3c4d79bca7d28bdb8:8224 9d57919aa4f6036fb922daba5d1dc913a8847581fd9a3dd3c4d79bca7d28bdb8:8224 MATCH
opc-reblob poi/test-data/spreadsheet/61060-conditional-number-formatting.xlsx - 9d57919aa4f6036fb922daba5d1dc913a8847581fd9a3dd3c4d79bca7d28bdb8:8224 9d57919aa4f6036fb922daba5d1dc913a8847581fd9a3dd3c4d79bca7d28bdb8:8224 MATCH
open poi/test-data/spreadsheet/62815.xlsb - ok ok MATCH
parts poi/test-data/spreadsheet/62815.xlsb - 10 10 MATCH
opc-noop poi/test-data/spreadsheet/62815.xlsb - 2c1da74896f383b8cb33cb128bfeef20783572b81ca48410229bb098ac5c3565:10665 2c1da74896f383b8cb33cb128bfeef20783572b81ca48410229bb098ac5c3565:10665 MATCH
opc-reblob poi/test-data/spreadsheet/62815.xlsb - 2c1da74896f383b8cb33cb128bfeef20783572b81ca48410229bb098ac5c3565:10665 2c1da74896f383b8cb33cb128bfeef20783572b81ca48410229bb098ac5c3565:10665 MATCH
open poi/test-data/spreadsheet/62834.xlsx - ok ok MATCH
parts poi/test-data/spreadsheet/62834.xlsx - 11 11 MATCH
opc-noop poi/test-data/spreadsheet/62834.xlsx - e6984c58eba3d0746303c64fc4db73462ea1b6e5a4960e3c3dc550b64ddb0b42:9629 e6984c58eba3d0746303c64fc4db73462ea1b6e5a4960e3c3dc550b64ddb0b42:9629 MATCH
opc-reblob poi/test-data/spreadsheet/62834.xlsx - e6984c58eba3d0746303c64fc4db73462ea1b6e5a4960e3c3dc550b64ddb0b42:9629 e6984c58eba3d0746303c64fc4db73462ea1b6e5a4960e3c3dc550b64ddb0b42:9629 MATCH
open poi/test-data/spreadsheet/66365.xlsx - ok ok MATCH
parts poi/test-data/spreadsheet/66365.xlsx - 8 8 MATCH
opc-noop poi/test-data/spreadsheet/66365.xlsx - 244452f8198102b2191646cca864afdf243620c95988869f31c82ac2fc8be6b8:4753 244452f8198102b2191646cca864afdf243620c95988869f31c82ac2fc8be6b8:4753 MATCH
opc-reblob poi/test-data/spreadsheet/66365.xlsx - 244452f8198102b2191646cca864afdf243620c95988869f31c82ac2fc8be6b8:4753 244452f8198102b2191646cca864afdf243620c95988869f31c82ac2fc8be6b8:4753 MATCH
open poi/test-data/spreadsheet/AmpersandHeader.xlsx - ok ok MATCH
parts poi/test-data/spreadsheet/AmpersandHeader.xlsx - 11 11 MATCH
opc-noop poi/test-data/spreadsheet/AmpersandHeader.xlsx - 8996c5807a831043b6b457d6de6f748e46fdf66aa434a5b6a92ef0d87343db1d:9480 8996c5807a831043b6b457d6de6f748e46fdf66aa434a5b6a92ef0d87343db1d:9480 MATCH
opc-reblob poi/test-data/spreadsheet/AmpersandHeader.xlsx - 8996c5807a831043b6b457d6de6f748e46fdf66aa434a5b6a92ef0d87343db1d:9480 8996c5807a831043b6b457d6de6f748e46fdf66aa434a5b6a92ef0d87343db1d:9480 MATCH
open poi/test-data/spreadsheet/ConditionalFormattingSamples.xlsx - ok ok MATCH
parts poi/test-data/spreadsheet/ConditionalFormattingSamples.xlsx - 92 92 MATCH
